customer_id,first_name,last_name,email,segment,region,acquisition_date
CUST_009060,Charles,Burns,charles.burns@pruitt-alvarez.info,Standard,West,2024-01-30
CUST_009061,Edward,Cross,edward.cross@johnson.biz,Standard,South,2021-03-25
CUST_009062,Connor,Nichols,connor.nichols@dunn.com,Standard,Central,2021-09-09
CUST_009063,Kristen,Gillespie,kristen.gillespie@torres.com,Budget,West,2024-04-02
CUST_009064,Barbara,Herrera,barbara.herrera@bridges-casey.com,Standard,North,2024-07-24
CUST_009065,Erica,Mann,erica.mann@wheeler.com,Premium,North,2021-05-21
CUST_009066,Jerry,Ford,jerry.ford@weaver.info,Budget,East,2021-05-04
CUST_009067,Charles,Rocha,charles.rocha@williams.info,Standard,East,2022-12-18
CUST_009068,Raymond,Mosley,raymond.mosley@matthews.info,Standard,Central,2023-11-08
CUST_009069,Ronald,Moore,ronald.moore@walter-mclaughlin.org,Standard,North,2023-08-16
CUST_009070,Steven,Logan,steven.logan@watson.org,Standard,East,2024-10-05
CUST_009071,Jacob,Mills,jacob.mills@fry-perez.info,Standard,South,2021-04-12
CUST_009072,Deborah,Wright,deborah.wright@schneider.org,Premium,South,2023-09-02
CUST_009073,Johnny,Dougherty,johnny.dougherty@walker.com,Standard,West,2022-07-12
CUST_009074,Angela,Hunter,angela.hunter@mcguire-rocha.com,Budget,East,2024-01-20
CUST_009075,Alicia,Hernandez,alicia.hernandez@wallace.net,Standard,Central,2023-03-28
CUST_009076,Shawn,Nichols,shawn.nichols@miller.org,Standard,South,2023-10-30
CUST_009077,Karl,Holloway,karl.holloway@smith.com,Standard,South,2022-11-05
CUST_009078,Victor,Simpson,victor.simpson@rivera-bautista.net,Premium,West,2022-01-25
CUST_009079,Julie,Bauer,julie.bauer@walker.net,Budget,North,2021-07-03
CUST_009080,Lindsey,Moran,lindsey.moran@boone.com,Standard,West,2021-05-04
CUST_009081,Ronald,Wilson,ronald.wilson@meyer.com,Budget,South,2024-05-17
CUST_009082,Beverly,Andersen,beverly.andersen@barnes.com,Standard,East,2022-10-17
CUST_009083,Tanya,Henson,tanya.henson@cooper.org,Premium,Central,2024-06-06
CUST_009084,Jennifer,Smith,jennifer.smith@chen.com,Budget,South,2021-06-28
CUST_009085,Carol,Bennett,carol.bennett@brennan.biz,Standard,South,2021-06-30
CUST_009086,Melissa,Duffy,melissa.duffy@wilson.com,Standard,West,2021-04-12
CUST_009087,Zachary,Booker,zachary.booker@martin-flores.com,Premium,West,2024-04-29
CUST_009088,Robert,Hendricks,robert.hendricks@wilson-robinson.biz,Standard,Central,2024-08-26
CUST_009089,Robin,Curtis,robin.curtis@bryan-freeman.com,Standard,East,2024-01-16
CUST_009090,Betty,Townsend,betty.townsend@gomez-peterson.org,Standard,West,2023-12-05
CUST_009091,James,Swanson,james.swanson@rivera.com,Standard,South,2023-05-20
CUST_009092,Sharon,Compton,sharon.compton@lee.biz,Standard,South,2024-11-23
CUST_009093,Carla,Solomon,carla.solomon@anderson.com,Standard,West,2024-02-28
CUST_009094,Ashley,Bell,ashley.bell@barnes.net,Standard,North,2022-10-08
CUST_009095,Laura,Sandoval,laura.sandoval@burnett-wells.com,Premium,Central,2023-03-14
CUST_009096,Brian,Hall,brian.hall@osborn.net,Budget,West,2024-03-26
CUST_009097,Joshua,Marshall,joshua.marshall@mclaughlin.org,Standard,West,2023-11-21
CUST_009098,Leslie,Campbell,leslie.campbell@howard-robinson.org,Budget,South,2022-10-23
CUST_009099,Wanda,Meyer,wanda.meyer@marks.info,Standard,South,2024-08-27
CUST_009100,Selena,Morales,selena.morales@watson.com,Premium,West,2022-11-04
CUST_009101,Phillip,Moses,phillip.moses@luna.net,Standard,West,2022-10-12
CUST_009102,Randy,Hall,randy.hall@rush.net,Standard,South,2021-10-21
CUST_009103,Gregory,Curtis,gregory.curtis@stephens.com,Premium,South,2023-01-31
CUST_009104,Heather,Patrick,heather.patrick@burton-peterson.com,Standard,East,2021-02-25
CUST_009105,James,Patterson,james.patterson@russell.com,Standard,East,2023-10-31
CUST_009106,Lori,Jones,lori.jones@henson.biz,Premium,Central,2023-04-27
CUST_009107,Joseph,Brown,joseph.brown@watkins-bautista.com,Standard,East,2023-11-19
CUST_009108,Tammy,Mcgee,tammy.mcgee@hunt.com,Standard,Central,2024-04-29
CUST_009109,Dawn,Odonnell,dawn.odonnell@gomez.com,Premium,North,2022-04-06
CUST_009110,Kristen,Turner,kristen.turner@decker-brown.com,Budget,North,2023-03-08
CUST_009111,Frederick,Fox,frederick.fox@russell-leblanc.com,Standard,Central,2021-10-11
CUST_009112,Sue,Henderson,sue.henderson@smith.com,Standard,South,2024-06-30
CUST_009113,Monica,Luna,monica.luna@jimenez.com,Standard,Central,2021-08-17
CUST_009114,Daniel,Castaneda,daniel.castaneda@rosario.com,Standard,South,2024-10-14
CUST_009115,Anthony,Graves,anthony.graves@smith.com,Standard,West,2022-01-21
CUST_009116,Andres,Mccullough,andres.mccullough@miller.org,Premium,West,2023-08-07
CUST_009117,Elizabeth,Erickson,elizabeth.erickson@taylor-davila.com,Standard,South,2022-10-14
CUST_009118,Brittany,Ellis,brittany.ellis@durham.net,Premium,South,2021-02-24
CUST_009119,Matthew,Adams,matthew.adams@moody-cruz.com,Standard,Central,2023-03-30
CUST_009120,William,Bishop,william.bishop@powell-harris.info,Standard,Central,2022-05-20
CUST_009121,John,Giles,john.giles@walker.com,Standard,West,2021-11-19
CUST_009122,Cory,Contreras,cory.contreras@young.com,Standard,West,2022-12-10
CUST_009123,John,Brewer,john.brewer@holden.net,Standard,West,2022-07-23
CUST_009124,Crystal,Davis,crystal.davis@smith-smith.com,Premium,West,2024-06-08
CUST_009125,Briana,Anderson,briana.anderson@beck-shaw.net,Standard,East,2021-07-31
CUST_009126,Jessica,Carter,jessica.carter@hughes-butler.biz,Budget,East,2023-02-09
CUST_009127,Joel,Williams,joel.williams@welch.com,Standard,South,2023-10-09
CUST_009128,Donna,Lee,donna.lee@padilla-miller.com,Standard,North,2023-09-22
CUST_009129,Susan,Dalton,susan.dalton@harmon-patterson.com,Budget,Central,2022-08-04
CUST_009130,Edwin,Nichols,edwin.nichols@turner.com,Standard,South,2021-07-15
CUST_009131,Cheryl,Parker,cheryl.parker@smith.com,Budget,North,2021-03-29
CUST_009132,Daniel,Perez,daniel.perez@garcia.com,Standard,North,2022-08-15
CUST_009133,Mallory,Phillips,mallory.phillips@collins.org,Budget,West,2023-08-25
CUST_009134,Richard,Graham,richard.graham@wright.com,Standard,North,2024-06-01
CUST_009135,Michele,Escobar,michele.escobar@haynes.info,Standard,North,2023-07-18
CUST_009136,Miguel,Sloan,miguel.sloan@martin.com,Standard,South,2022-07-15
CUST_009137,Tonya,Fischer,tonya.fischer@anderson-salazar.com,Premium,West,2021-03-12
CUST_009138,Cristina,Howard,cristina.howard@jordan-watkins.com,Standard,East,2021-02-09
CUST_009139,Andrew,Hernandez,andrew.hernandez@stevens.com,Premium,Central,2021-09-23
CUST_009140,Kevin,Scott,kevin.scott@johnson.com,Standard,West,2023-07-09
CUST_009141,Wendy,Nunez,wendy.nunez@valdez.info,Standard,Central,2024-09-05
CUST_009142,Keith,Caldwell,keith.caldwell@horne.com,Standard,North,2021-11-24
CUST_009143,Jennifer,Bryant,jennifer.bryant@snyder-walsh.biz,Standard,Central,2021-03-03
CUST_009144,Casey,Wallace,casey.wallace@lane-palmer.org,Standard,East,2024-02-17
CUST_009145,Jason,Camacho,jason.camacho@cox.com,Budget,West,2022-07-13
CUST_009146,John,Flores,john.flores@doyle.com,Standard,Central,2024-09-10
CUST_009147,Tara,Wright,tara.wright@roberts.info,Standard,West,2021-06-13
CUST_009148,Pamela,Young,pamela.young@hunt.com,Standard,South,2021-07-17
CUST_009149,Melissa,Santos,melissa.santos@evans-moore.com,Standard,West,2022-10-25
CUST_009150,Michelle,James,michelle.james@wright.com,Budget,West,2023-06-02
CUST_009151,Todd,Vega,todd.vega@nguyen.com,Standard,West,2023-12-23
CUST_009152,Amy,Parrish,amy.parrish@armstrong.com,Budget,East,2023-04-03
CUST_009153,Joseph,Smith,joseph.smith@prince-guerrero.com,Budget,South,2022-06-01
CUST_009154,Carrie,Cooper,carrie.cooper@williams-delacruz.com,Standard,West,2024-11-21
CUST_009155,Robert,Shaw,robert.shaw@franklin.biz,Standard,East,2023-01-07
CUST_009156,Joe,Edwards,joe.edwards@davis-fox.com,Budget,South,2023-05-02
CUST_009157,Yolanda,White,yolanda.white@cox-walters.com,Standard,South,2022-04-24
CUST_009158,Rhonda,Thompson,rhonda.thompson@morgan.org,Standard,East,2021-07-13
CUST_009159,Oscar,Walker,oscar.walker@moore.com,Premium,Central,2022-01-16
CUST_009160,Joseph,Evans,joseph.evans@stone.com,Budget,Central,2021-02-14
CUST_009161,Anthony,Ward,anthony.ward@walters-lewis.org,Standard,West,2022-08-28
CUST_009162,Robert,Kim,robert.kim@collins.biz,Standard,East,2022-10-20
CUST_009163,Michelle,Brooks,michelle.brooks@vasquez-richmond.org,Budget,West,2022-08-08
CUST_009164,Jose,Rogers,jose.rogers@lee-key.com,Standard,West,2021-03-04
CUST_009165,Christopher,Archer,christopher.archer@jones.com,Standard,South,2021-10-27
CUST_009166,Brandon,Martinez,brandon.martinez@brandt.info,Standard,South,2024-01-22
CUST_009167,Sarah,Rasmussen,sarah.rasmussen@johnson.info,Premium,East,2021-10-24
CUST_009168,Summer,Guzman,summer.guzman@davis.info,Standard,East,2024-04-30
CUST_009169,Alex,Buckley,alex.buckley@pugh-hicks.net,Standard,South,2024-11-25
CUST_009170,Sarah,Carson,sarah.carson@hamilton.org,Budget,West,2022-04-09
CUST_009171,Jason,Roach,jason.roach@beck.com,Budget,East,2023-04-24
CUST_009172,Kelly,Reese,kelly.reese@kirk.com,Standard,West,2024-05-09
CUST_009173,Kevin,Forbes,kevin.forbes@ramirez.net,Standard,East,2022-07-14
CUST_009174,Adriana,Mendoza,adriana.mendoza@robertson.com,Budget,West,2023-07-24
CUST_009175,Leslie,Lewis,leslie.lewis@thompson-richardson.net,Standard,West,2023-07-10
CUST_009176,Christopher,Sloan,christopher.sloan@wade.net,Standard,Central,2021-01-20
CUST_009177,Ashley,Hernandez,ashley.hernandez@johnson.com,Standard,South,2022-03-14
CUST_009178,Francisco,Rodriguez,francisco.rodriguez@franklin.biz,Standard,North,2021-02-24
CUST_009179,Megan,Henry,megan.henry@kelly.com,Premium,Central,2021-04-05
CUST_009180,Cody,Stephens,cody.stephens@randolph.biz,Standard,Central,2022-06-21
CUST_009181,Christopher,Moore,christopher.moore@taylor-torres.biz,Premium,South,2024-09-14
CUST_009182,Tim,Mccarthy,tim.mccarthy@soto-lyons.com,Budget,South,2023-02-08
CUST_009183,Walter,Brown,walter.brown@newman.com,Standard,West,2021-01-25
CUST_009184,Dakota,Ho,dakota.ho@chapman.net,Standard,Central,2023-08-18
CUST_009185,Michael,Sullivan,michael.sullivan@watson.com,Standard,West,2023-07-10
CUST_009186,Jason,Ramos,jason.ramos@donovan.info,Standard,East,2024-03-02
CUST_009187,Victoria,Ortiz,victoria.ortiz@walker-clark.com,Standard,West,2021-09-29
CUST_009188,James,Parker,james.parker@franklin.com,Premium,West,2022-02-04
CUST_009189,Gary,Thompson,gary.thompson@lara.info,Budget,West,2021-02-08
CUST_009190,Latoya,Price,latoya.price@ewing-anderson.org,Standard,East,2022-08-07
CUST_009191,Tiffany,Ruiz,tiffany.ruiz@phillips-rodriguez.com,Standard,North,2022-07-30
CUST_009192,Wesley,Mason,wesley.mason@davis.com,Premium,Central,2024-02-11
CUST_009193,Tom,Hammond,tom.hammond@hernandez.com,Standard,West,2024-05-11
CUST_009194,Judith,Mitchell,judith.mitchell@hawkins-elliott.com,Standard,West,2023-10-22
CUST_009195,Ryan,Rodriguez,ryan.rodriguez@mccoy.com,Budget,West,2021-11-11
CUST_009196,Brianna,Sweeney,brianna.sweeney@curry.com,Standard,East,2024-03-25
CUST_009197,Morgan,Vaughn,morgan.vaughn@cain.com,Budget,South,2022-08-20
CUST_009198,Michael,Herman,michael.herman@smith-owens.com,Budget,Central,2022-04-22
CUST_009199,Patricia,Morrison,patricia.morrison@woods.com,Standard,East,2021-11-01
CUST_009200,Joshua,Jackson,joshua.jackson@payne.com,Standard,North,2023-12-31
CUST_009201,Sean,Ortega,sean.ortega@torres-torres.biz,Standard,West,2023-08-14
CUST_009202,Jason,Hopkins,jason.hopkins@green-scott.biz,Budget,South,2024-09-27
CUST_009203,Matthew,Martinez,matthew.martinez@miller.com,Standard,West,2024-08-15
CUST_009204,Mary,Ball,mary.ball@schmidt.com,Premium,South,2021-07-17
CUST_009205,Amanda,Martin,amanda.martin@salinas-chandler.net,Budget,West,2023-04-20
CUST_009206,Patrick,Romero,patrick.romero@werner.com,Standard,Central,2022-10-02
CUST_009207,Charles,Douglas,charles.douglas@page-thompson.com,Budget,Central,2021-06-07
CUST_009208,Faith,Mitchell,faith.mitchell@smith-miller.biz,Standard,North,2023-06-13
CUST_009209,Donna,Brown,donna.brown@chaney.com,Premium,South,2023-04-28
CUST_009210,Eric,Harrison,eric.harrison@lopez-dixon.com,Budget,Central,2024-07-14
CUST_009211,Joshua,Fry,joshua.fry@howard-dodson.com,Standard,South,2021-05-03
CUST_009212,Joshua,Guerra,joshua.guerra@boyer-martinez.info,Standard,North,2023-11-24
CUST_009213,Stacey,Todd,stacey.todd@smith.com,Premium,West,2024-03-26
CUST_009214,Tracey,Randall,tracey.randall@myers-west.com,Standard,East,2023-12-21
CUST_009215,Nathan,Elliott,nathan.elliott@myers-compton.com,Budget,West,2024-07-20
CUST_009216,Cynthia,Hebert,cynthia.hebert@thomas-grant.com,Standard,East,2022-06-06
CUST_009217,Charles,Robinson,charles.robinson@macdonald.com,Standard,North,2021-08-28
CUST_009218,Shawna,Pruitt,shawna.pruitt@hobbs.com,Budget,East,2022-04-18
CUST_009219,Sydney,Pope,sydney.pope@rivera-shah.org,Standard,East,2023-08-02
CUST_009220,Jasmin,Stewart,jasmin.stewart@campbell-roberts.com,Standard,Central,2022-09-22
CUST_009221,Dorothy,Casey,dorothy.casey@foley-johnson.com,Standard,North,2023-05-01
CUST_009222,Jeffrey,Fitzgerald,jeffrey.fitzgerald@ortega.com,Budget,North,2024-02-03
CUST_009223,Erik,Harrington,erik.harrington@hodges-sanders.com,Premium,South,2024-04-10
CUST_009224,Christina,Johnson,christina.johnson@gilbert.biz,Standard,Central,2023-12-18
CUST_009225,Joanna,Dominguez,joanna.dominguez@garcia.info,Budget,North,2022-05-27
CUST_009226,Tiffany,Alvarado,tiffany.alvarado@stevens.com,Standard,South,2021-02-04
CUST_009227,Brenda,Maldonado,brenda.maldonado@abbott-jones.com,Standard,North,2023-12-15
CUST_009228,Thomas,Lowe,thomas.lowe@lam.net,Standard,East,2022-11-05
CUST_009229,Mark,Simon,mark.simon@thompson.com,Standard,East,2023-04-12
CUST_009230,Diana,Diaz,diana.diaz@evans.com,Standard,North,2021-08-15
CUST_009231,Keith,Lyons,keith.lyons@richardson.org,Standard,West,2024-11-30
CUST_009232,Matthew,Garcia,matthew.garcia@davidson.info,Budget,Central,2023-05-17
CUST_009233,Amanda,Gonzalez,amanda.gonzalez@mcneil.com,Standard,West,2024-08-04
CUST_009234,Paula,Lin,paula.lin@brooks-hopkins.biz,Standard,West,2023-08-14
CUST_009235,Leslie,Johnson,leslie.johnson@davis.com,Standard,Central,2023-06-07
CUST_009236,Gina,Castro,gina.castro@valdez.com,Standard,North,2021-10-14
CUST_009237,Cody,Robinson,cody.robinson@walters.com,Standard,North,2022-12-19
CUST_009238,Roberto,Werner,roberto.werner@jones-thomas.com,Standard,East,2021-06-15
CUST_009239,Crystal,Brown,crystal.brown@stone.net,Standard,South,2024-10-06
CUST_009240,Erica,Lopez,erica.lopez@medina.info,Standard,North,2023-08-13
CUST_009241,Stacey,Williams,stacey.williams@berry.com,Standard,West,2022-09-02
CUST_009242,Robin,Thomas,robin.thomas@ali.org,Standard,North,2024-02-20
CUST_009243,Wendy,Kelly,wendy.kelly@simmons-wilson.com,Standard,West,2024-05-02
CUST_009244,Ariana,Gates,ariana.gates@white.com,Premium,South,2024-01-31
CUST_009245,Laurie,Salinas,laurie.salinas@reynolds.com,Standard,Central,2022-11-14
CUST_009246,Nicole,Holland,nicole.holland@hurley-jimenez.com,Standard,South,2022-03-02
CUST_009247,Stephen,Wade,stephen.wade@rowe-brooks.com,Standard,North,2022-01-09
CUST_009248,Katrina,Black,katrina.black@robbins.com,Standard,Central,2023-02-26
CUST_009249,Jorge,Martinez,jorge.martinez@leblanc-williams.org,Standard,East,2023-05-26
CUST_009250,Robert,Hernandez,robert.hernandez@taylor-cortez.com,Budget,North,2023-12-07
CUST_009251,Breanna,Jones,breanna.jones@hayes.net,Standard,North,2024-11-14
CUST_009252,Sheila,Johnson,sheila.johnson@thomas-jackson.net,Budget,West,2024-04-27
CUST_009253,Angela,Jackson,angela.jackson@lane.info,Standard,North,2023-04-16
CUST_009254,Katie,Pugh,katie.pugh@alvarez-hensley.com,Standard,South,2021-01-05
CUST_009255,Gary,Garner,gary.garner@thompson.com,Premium,West,2023-11-04
CUST_009256,Christine,Robinson,christine.robinson@davis.biz,Standard,North,2021-07-16
CUST_009257,Denise,Baker,denise.baker@johnson.com,Premium,West,2023-01-03
CUST_009258,Kimberly,Gross,kimberly.gross@crawford.net,Standard,East,2024-07-02
CUST_009259,Daniel,Huffman,daniel.huffman@raymond.com,Standard,West,2021-12-01
CUST_009260,Joshua,Johnson,joshua.johnson@garcia-morrow.net,Budget,South,2024-04-21
CUST_009261,Jeff,Williams,jeff.williams@francis-parker.com,Standard,East,2023-09-25
CUST_009262,Michelle,Dunn,michelle.dunn@walsh-jennings.org,Budget,West,2024-05-11
CUST_009263,Lisa,Sanders,lisa.sanders@kidd-davis.info,Standard,Central,2023-04-27
CUST_009264,William,Frazier,william.frazier@butler-gonzales.net,Standard,North,2022-03-12
CUST_009265,Eric,Lee,eric.lee@ross.com,Premium,Central,2024-09-29
CUST_009266,Kevin,Ramirez,kevin.ramirez@davis-horton.info,Standard,Central,2021-01-13
CUST_009267,Dillon,Cox,dillon.cox@gardner.biz,Budget,South,2022-03-31
CUST_009268,Laura,Gaines,laura.gaines@cooper-miller.biz,Standard,North,2022-11-08
CUST_009269,Benjamin,Garcia,benjamin.garcia@nelson.net,Premium,North,2023-11-05
CUST_009270,Craig,Ortiz,craig.ortiz@sanders-singh.com,Standard,East,2021-06-13
CUST_009271,Sharon,Ross,sharon.ross@durham.com,Budget,South,2023-06-27
CUST_009272,Ann,Harrison,ann.harrison@smith.com,Budget,East,2022-08-09
CUST_009273,Linda,Hardin,linda.hardin@campbell.com,Standard,South,2021-04-16
CUST_009274,Michael,Leach,michael.leach@smith-cooper.biz,Standard,South,2023-06-28
CUST_009275,Amanda,Myers,amanda.myers@avery.com,Budget,West,2024-08-26
CUST_009276,Sara,Thompson,sara.thompson@moody-malone.com,Standard,North,2024-01-05
CUST_009277,Travis,Clark,travis.clark@hensley.com,Standard,North,2024-06-02
CUST_009278,Joseph,Thomas,joseph.thomas@ramos.com,Standard,East,2022-04-25
CUST_009279,Charles,Weber,charles.weber@graham.com,Budget,South,2023-01-09
CUST_009280,Courtney,King,courtney.king@garcia.info,Standard,South,2024-08-18
CUST_009281,Angela,Jones,angela.jones@sheppard.biz,Standard,North,2023-10-17
CUST_009282,Larry,Anderson,larry.anderson@smith.com,Standard,West,2024-06-29
CUST_009283,Anne,Thompson,anne.thompson@jefferson.com,Standard,West,2024-08-11
CUST_009284,Kenneth,Brown,kenneth.brown@yoder.com,Standard,Central,2021-08-11
CUST_009285,David,Neal,david.neal@fisher.com,Standard,West,2024-07-14
CUST_009286,Anthony,Jefferson,anthony.jefferson@duncan.com,Standard,North,2024-05-17
CUST_009287,Dana,Buchanan,dana.buchanan@klein.biz,Standard,West,2021-12-12
CUST_009288,Carrie,Miller,carrie.miller@williams.com,Budget,East,2021-12-05
CUST_009289,Jared,Gomez,jared.gomez@kelly-lane.info,Budget,North,2022-08-23
CUST_009290,Joshua,Mcdonald,joshua.mcdonald@murray-barnes.biz,Premium,North,2023-08-21
CUST_009291,Robert,Bennett,robert.bennett@brock-brandt.com,Standard,North,2023-10-23
CUST_009292,Kevin,Dixon,kevin.dixon@stark-duran.com,Premium,North,2021-12-08
CUST_009293,Alexander,Martin,alexander.martin@martin.com,Standard,North,2024-11-13
CUST_009294,Michael,Miles,michael.miles@campbell.com,Standard,North,2024-02-29
CUST_009295,Kevin,Davis,kevin.davis@campbell.com,Standard,West,2021-07-06
CUST_009296,Sheryl,Williams,sheryl.williams@cook.com,Standard,Central,2022-05-05
CUST_009297,Christine,Castro,christine.castro@diaz-gallagher.biz,Standard,East,2024-04-02
CUST_009298,Brian,Larson,brian.larson@herrera.info,Standard,West,2023-06-22
CUST_009299,Michael,Harvey,michael.harvey@walton.net,Standard,North,2022-10-04
CUST_009300,Kathy,Davis,kathy.davis@williams.org,Budget,West,2021-12-03
CUST_009301,Brian,Mahoney,brian.mahoney@duarte.com,Standard,North,2022-05-31
CUST_009302,Jason,Jordan,jason.jordan@johnson-swanson.org,Standard,East,2021-06-24
CUST_009303,Kenneth,Schmitt,kenneth.schmitt@barker.net,Standard,South,2024-10-14
CUST_009304,Brenda,Smith,brenda.smith@ewing.com,Standard,South,2022-06-01
CUST_009305,Katherine,Huff,katherine.huff@rogers-berry.org,Budget,Central,2024-05-15
CUST_009306,Megan,Yang,megan.yang@rowe.info,Budget,North,2023-08-13
CUST_009307,Ryan,Morgan,ryan.morgan@gray.com,Budget,West,2021-06-22
CUST_009308,Christopher,Brewer,christopher.brewer@harris.com,Standard,West,2023-04-28
CUST_009309,John,Benson,john.benson@medina.com,Standard,West,2023-11-08
CUST_009310,Justin,Hester,justin.hester@fletcher.com,Standard,East,2024-09-23
CUST_009311,Robert,Jones,robert.jones@martinez.com,Standard,North,2023-10-14
CUST_009312,Valerie,Tran,valerie.tran@gray.info,Budget,Central,2024-10-26
CUST_009313,Timothy,Thompson,timothy.thompson@clark-wall.com,Budget,South,2021-12-31
CUST_009314,Bob,Harris,bob.harris@sims-george.info,Budget,South,2022-06-28
CUST_009315,Christopher,Beck,christopher.beck@wilson.com,Standard,East,2021-12-14
CUST_009316,James,Erickson,james.erickson@gray-price.org,Standard,West,2022-04-28
CUST_009317,Susan,Weeks,susan.weeks@dudley-miller.com,Budget,North,2021-06-22
CUST_009318,Joshua,Dalton,joshua.dalton@hines.com,Standard,South,2023-07-10
CUST_009319,Stacey,Barnes,stacey.barnes@dominguez.com,Premium,North,2024-07-28
CUST_009320,Tricia,Hill,tricia.hill@campbell.org,Budget,Central,2024-01-22
CUST_009321,Ronald,Brown,ronald.brown@phillips-rodriguez.com,Budget,East,2021-11-07
CUST_009322,Gina,Wood,gina.wood@yu.biz,Standard,East,2024-08-13
CUST_009323,Christy,Brown,christy.brown@bell-mason.com,Standard,Central,2024-11-12
CUST_009324,Elizabeth,Hughes,elizabeth.hughes@thomas.com,Standard,Central,2022-11-28
CUST_009325,Ronald,Reese,ronald.reese@davis-gonzalez.com,Budget,Central,2023-02-26
CUST_009326,Adriana,Lynch,adriana.lynch@smith-burnett.com,Standard,Central,2024-04-06
CUST_009327,Joan,Brown,joan.brown@cunningham.net,Standard,North,2023-12-28
CUST_009328,Paul,Pope,paul.pope@simmons-ramos.com,Standard,West,2022-05-03
CUST_009329,Sandra,Avila,sandra.avila@sullivan.com,Budget,South,2024-11-18
CUST_009330,Amy,Ellis,amy.ellis@burns-wilson.com,Budget,South,2021-11-14
CUST_009331,Christopher,Gonzalez,christopher.gonzalez@howard.org,Standard,East,2021-10-10
CUST_009332,Ashley,Martin,ashley.martin@duke-hunt.com,Budget,East,2021-12-20
CUST_009333,Laura,Eaton,laura.eaton@mack.com,Premium,West,2024-11-15
CUST_009334,Colleen,Morton,colleen.morton@carter.net,Standard,East,2024-02-29
CUST_009335,Steven,Torres,steven.torres@rocha-cruz.net,Standard,South,2023-10-19
CUST_009336,Jamie,Rogers,jamie.rogers@cantrell.com,Standard,West,2021-05-03
CUST_009337,Michelle,Campbell,michelle.campbell@hall.com,Standard,East,2022-02-21
CUST_009338,Amy,Collins,amy.collins@wright.org,Standard,South,2022-09-23
CUST_009339,Anthony,Graves,anthony.graves@gonzalez-warner.com,Standard,West,2022-08-28
CUST_009340,Daniel,Taylor,daniel.taylor@harrison-hale.net,Standard,Central,2023-08-22
CUST_009341,Diane,Ramirez,diane.ramirez@ballard-barnes.com,Standard,East,2023-12-04
CUST_009342,James,Martinez,james.martinez@combs.biz,Budget,West,2024-08-28
CUST_009343,Brandi,Wells,brandi.wells@wiley.com,Standard,West,2022-07-15
CUST_009344,Danielle,Phillips,danielle.phillips@stone-travis.com,Premium,South,2023-07-31
CUST_009345,Tyler,Knight,tyler.knight@bailey.org,Premium,Central,2022-12-17
CUST_009346,Brenda,Rodriguez,brenda.rodriguez@perez.info,Standard,West,2024-03-09
CUST_009347,Beth,Wilson,beth.wilson@bright.com,Standard,South,2021-09-07
CUST_009348,Jonathan,Chan,jonathan.chan@hawkins.com,Standard,North,2024-05-23
CUST_009349,Brittany,Bennett,brittany.bennett@banks-gomez.net,Budget,West,2023-11-29
CUST_009350,Felicia,Black,felicia.black@baker.com,Standard,North,2021-07-27
CUST_009351,Lindsay,Mathis,lindsay.mathis@ward-carr.com,Budget,West,2023-09-20
CUST_009352,Sara,Camacho,sara.camacho@cunningham.info,Standard,East,2021-10-01
CUST_009353,Kevin,Durham,kevin.durham@cochran-spears.biz,Standard,South,2024-11-03
CUST_009354,Jessica,Perez,jessica.perez@martinez-gordon.info,Budget,West,2024-03-11
CUST_009355,Kevin,Williams,kevin.williams@lee.com,Standard,Central,2021-02-06
CUST_009356,Hailey,Cox,hailey.cox@hartman-lopez.com,Standard,North,2023-10-16
CUST_009357,Sarah,Robinson,sarah.robinson@robertson-deleon.org,Standard,East,2021-01-12
CUST_009358,Dominique,Downs,dominique.downs@guerrero.biz,Standard,West,2023-09-06
CUST_009359,Ian,Baker,ian.baker@baker.com,Standard,North,2023-09-12
CUST_009360,Ashley,Thompson,ashley.thompson@larson-tyler.org,Standard,Central,2023-02-26
CUST_009361,Claudia,Pratt,claudia.pratt@rowe-howard.com,Budget,South,2023-11-02
CUST_009362,Eric,Gonzales,eric.gonzales@white.org,Standard,Central,2023-07-22
CUST_009363,Andrea,Kelly,andrea.kelly@gentry-wilkinson.com,Premium,West,2024-05-17
CUST_009364,Mckenzie,Morris,mckenzie.morris@rowland.com,Premium,West,2021-09-03
CUST_009365,Kristen,Hogan,kristen.hogan@lopez.org,Premium,South,2024-07-29
CUST_009366,Seth,Wright,seth.wright@lowe-mcdaniel.info,Standard,West,2022-09-17
CUST_009367,Megan,Patterson,megan.patterson@thomas.com,Budget,East,2021-02-14
CUST_009368,Charles,Miller,charles.miller@gomez.info,Budget,West,2023-09-01
CUST_009369,Russell,Anderson,russell.anderson@banks-wilson.biz,Standard,East,2024-05-19
CUST_009370,Chad,Bailey,chad.bailey@reid-monroe.com,Standard,Central,2021-07-16
CUST_009371,Angela,Bennett,angela.bennett@campbell-henry.com,Standard,North,2024-05-21
CUST_009372,Allen,Gutierrez,allen.gutierrez@sosa.biz,Budget,South,2023-09-26
CUST_009373,Janice,Anderson,janice.anderson@dixon.com,Premium,Central,2023-11-04
CUST_009374,Jonathan,Mccarty,jonathan.mccarty@perez-hubbard.net,Premium,Central,2023-02-20
CUST_009375,Andrea,Rivera,andrea.rivera@white-hunter.info,Budget,North,2023-09-01
CUST_009376,Jessica,Griffin,jessica.griffin@nelson-butler.com,Standard,East,2022-08-30
